Gene	Gene.name	Tissue	nTPM	brain_2	brain_1	mean_expression	sd_expression
ENSG00000125676	THOC2	choroid plexus	43.2	Brain	Brain	24.832	5.28526793482196
ENSG00000125703	ATG4C	midbrain	14.9	Brain	Brain	8.646	3.02966354971799
ENSG00000125779	PANK2	choroid plexus	24	Brain	Brain	12.91	4.03966304919363
ENSG00000125787	GNRH2	cerebellum	2.1	Brain	Brain	0.56	0.559153879736598
ENSG00000125814	NAPB	cerebellum	155.9	Brain	Brain	27.312	45.535174293717
ENSG00000125816	NKX2-4	hypothalamus	0.5	Brain	Brain	0.036	0.171142618649965
ENSG00000125817	CENPB	amygdala	113.5	Brain	Brain	43.878	34.6473033376543
ENSG00000125820	NKX2-2	midbrain	16.5	Brain	Brain	2.634	6.84605085030034
ENSG00000125821	DTD1	spinal cord	45.4	Brain	Brain	17.318	11.4721791250639
ENSG00000125841	NRSN2	amygdala	118	Brain	Brain	33.604	33.1976453553992
ENSG00000125846	ZNF133	cerebellum	27.8	Brain	Brain	12.288	5.34723426508642
ENSG00000125861	GFRA4	amygdala	0.5	Brain	Brain	0.062	0.179443584449264
ENSG00000125864	BFSP1	spinal cord	5.2	Brain	Brain	1.4	1.03883765501131
ENSG00000125869	LAMP5	basal ganglia	249	Brain	Brain	11.36	36.0013718559474
ENSG00000125895	TMEM74B	basal ganglia	31.6	Brain	Brain	6.376	6.77271115038362
ENSG00000125954	CHURC1-FNTB	spinal cord	1.6	Brain	Brain	0.39	0.359846906223143
ENSG00000125966	MMP24	cerebellum	69.3	Brain	Brain	3.262	9.78050726951213
ENSG00000125971	DYNLRB1	amygdala	397.2	Brain	Brain	199.328	87.7020769539742
ENSG00000125991	ERGIC3	choroid plexus	538.5	Brain	Brain	150.574	86.4198432664864
ENSG00000125995	ROMO1	choroid plexus	340.6	Brain	Brain	122.374	54.9006330954909
ENSG00000126001	CEP250	cerebellum	20.9	Brain	Brain	9.016	3.99276692972455
ENSG00000126005	MMP24OS	choroid plexus	80.5	Brain	Brain	30.252	15.0009011974179
ENSG00000126214	KLC1	cerebellum	514.6	Brain	Brain	105.548	116.413158033211
ENSG00000126217	MCF2L	cerebellum	162.5	Brain	Brain	21.718	25.0114071118417
ENSG00000126243	LRFN3	cerebral cortex	12.1	Brain	Brain	5.446	3.03981806652158
ENSG00000126266	FFAR1	spinal cord	2.3	Brain	Brain	0.356	0.711181827549562
ENSG00000126351	THRA	amygdala	262.5	Brain	Brain	65.456	77.8038694803957
ENSG00000126432	PRDX5	choroid plexus	1360.4	Brain	Brain	281.15	189.531039135859
ENSG00000126461	SCAF1	cerebral cortex	47.7	Brain	Brain	23.64	8.73968196311093
ENSG00000126464	PRR12	cerebellum	15.7	Brain	Brain	5.412	2.91887873355926
ENSG00000126500	FLRT1	basal ganglia	5.6	Brain	Brain	1.404	1.65133959226429
ENSG00000126583	PRKCG	basal ganglia	85.7	Brain	Brain	6.854	19.8434198212929
ENSG00000126653	NSRP1	midbrain	33.9	Brain	Brain	20.824	4.1744392266678
ENSG00000126705	AHDC1	cerebellum	32.5	Brain	Brain	12.42	8.82706875792541
ENSG00000126709	IFI6	choroid plexus	3448.1	Brain	Brain	164.338	479.867455717871
ENSG00000126733	DACH2	basal ganglia	3.6	Brain	Brain	0.65	1.37518087864091
ENSG00000126749	EMG1	choroid plexus	37.1	Brain	Brain	13.934	5.15263396086835
ENSG00000126767	ELK1	amygdala	45.1	Brain	Brain	18.51	12.6524862443421
ENSG00000126768	TIMM17B	choroid plexus	76.1	Brain	Brain	37.664	16.537129035437
ENSG00000126803	HSPA2	spinal cord	312.7	Brain	Brain	41.166	56.141707040201
ENSG00000126821	SGPP1	spinal cord	16.9	Brain	Brain	7.542	3.79979000493878
ENSG00000126860	EVI2A	midbrain	91.7	Brain	Brain	22.248	32.2014845645859
ENSG00000126861	OMG	amygdala	67.1	Brain	Brain	10.406	24.1520980624112
ENSG00000126878	AIF1L	midbrain	196.3	Brain	Brain	46.712	69.3297699110445
ENSG00000126934	MAP2K2	choroid plexus	153.1	Brain	Brain	54.52	40.6871237717331
ENSG00000126950	TMEM35A	basal ganglia	38.6	Brain	Brain	9.468	13.1297673946165
ENSG00000127081	ZNF484	cerebellum	4.1	Brain	Brain	2.166	0.792209516710918
ENSG00000127124	HIVEP3	cerebellum	4.3	Brain	Brain	1.27	1.17164632122532
ENSG00000127220	ABHD8	amygdala	63.6	Brain	Brain	17.14	20.0402859566547
ENSG00000127328	RAB3IP	choroid plexus	112.8	Brain	Brain	20.352	20.2606609880692
ENSG00000127362	TAS2R3	cerebellum	0.4	Brain	Brain	0.064	0.102539191113865
ENSG00000127364	TAS2R4	basal ganglia	2.4	Brain	Brain	0.722	0.776777750369684
ENSG00000127366	TAS2R5	cerebellum	3.8	Brain	Brain	1.396	0.942632007753193
ENSG00000127412	TRPV5	spinal cord	1.6	Brain	Brain	0.178	0.65161964616278
ENSG00000127415	IDUA	cerebellum	38	Brain	Brain	9.864	7.19795208970679
ENSG00000127419	TMEM175	cerebellum	38.1	Brain	Brain	17.012	8.13517532392636
ENSG00000127445	PIN1	amygdala	191.2	Brain	Brain	68.904	54.1424084414125
ENSG00000127472	PLA2G5	choroid plexus	57.3	Brain	Brain	9.918	20.5113675799543
ENSG00000127561	SYNGR3	cerebellum	73	Brain	Brain	10.482	23.7011038234294
ENSG00000127578	WFIKKN1	cerebellum	4.6	Brain	Brain	0.542	0.79336277313466
ENSG00000127580	WDR24	cerebellum	14.1	Brain	Brain	6.388	2.91713026441944
ENSG00000127585	FBXL16	amygdala	367.4	Brain	Brain	41.272	118.469563886033
ENSG00000127586	CHTF18	cerebellum	7.8	Brain	Brain	2.646	2.08857045143616
ENSG00000127588	GNG13	cerebellum	61.9	Brain	Brain	2.98	11.6070703294437
ENSG00000127837	AAMP	choroid plexus	84.5	Brain	Brain	59.91	11.6874824020385
ENSG00000127838	PNKD	choroid plexus	195	Brain	Brain	68.046	36.8598404882106
ENSG00000127903	ZNF835	cerebellum	4.9	Brain	Brain	1.424	0.935372893010906
ENSG00000127946	HIP1	spinal cord	24.9	Brain	Brain	9.768	5.87208685916963
ENSG00000127952	STYXL1	choroid plexus	44.6	Brain	Brain	14.81	5.91122246412772
ENSG00000127955	GNAI1	spinal cord	101.5	Brain	Brain	17.042	18.0144283442864
ENSG00000127993	RBM48	cerebellum	14	Brain	Brain	8.144	2.83384501182058
ENSG00000127995	CASD1	cerebral cortex	22.6	Brain	Brain	11.72	4.70939139878379
ENSG00000128011	LRFN1	cerebellum	14.3	Brain	Brain	2.008	3.16278358412333
ENSG00000128039	SRD5A3	spinal cord	22.9	Brain	Brain	8.626	5.20062044964103
ENSG00000128159	TUBGCP6	cerebellum	36.5	Brain	Brain	13.006	5.14592805140181
ENSG00000128203	ASPHD2	basal ganglia	18	Brain	Brain	3.042	3.96675418642373
ENSG00000128242	GAL3ST1	midbrain	30.3	Brain	Brain	6.588	11.36479777961
ENSG00000128245	YWHAH	amygdala	450.9	Brain	Brain	112.488	118.733018360436
ENSG00000128250	RFPL1	cerebral cortex	17	Brain	Brain	0.63	2.44809380239118
ENSG00000128253	RFPL2	basal ganglia	2.3	Brain	Brain	0.392	0.877110283248117
ENSG00000128266	GNAZ	cerebral cortex	38.4	Brain	Brain	11.074	12.4415828443759
ENSG00000128268	MGAT3	cerebellum	45.2	Brain	Brain	8.546	10.559205481861
ENSG00000128271	ADORA2A	basal ganglia	111	Brain	Brain	9.426	17.3852953347808
ENSG00000128285	MCHR1	cerebral cortex	7.8	Brain	Brain	1.008	1.9275489352956
ENSG00000128310	GALR3	basal ganglia	0.3	Brain	Brain	0.044	0.099303698268473
ENSG00000128408	RIBC2	choroid plexus	13	Brain	Brain	1.468	4.6421071921783
ENSG00000128482	RNF112	cerebellum	106.4	Brain	Brain	7.236	16.05862677434
ENSG00000128487	SPECC1	choroid plexus	36.2	Brain	Brain	10.788	8.42957960072138
ENSG00000128512	DOCK4	basal ganglia	22.6	Brain	Brain	5.722	4.78088412965892
ENSG00000128524	ATP6V1F	amygdala	295.5	Brain	Brain	148.766	69.8657447523171
ENSG00000128564	VGF	hypothalamus	75.2	Brain	Brain	4.734	13.8015617276614
ENSG00000128578	STRIP2	basal ganglia	35.1	Brain	Brain	4.932	9.32042829882133
ENSG00000128581	IFT22	choroid plexus	72	Brain	Brain	19.014	14.970965232743
ENSG00000128594	LRRC4	cerebellum	26.7	Brain	Brain	4.558	6.03669358074063
ENSG00000128596	CCDC136	cerebellum	85.4	Brain	Brain	14.468	29.7504823490309
ENSG00000128610	FEZF1	hypothalamus	13.4	Brain	Brain	0.65	2.1066706492686
ENSG00000128645	HOXD1	spinal cord	16.5	Brain	Brain	1.584	2.74927522916755
ENSG00000128656	CHN1	amygdala	375.2	Brain	Brain	58.792	149.028688978919
ENSG00000128683	GAD1	basal ganglia	43.9	Brain	Brain	6.82	14.0592042623257
ENSG00000128731	HERC2	cerebellum	10.4	Brain	Brain	5.216	2.29394589192989
ENSG00000128739	SNRPN	cerebellum	523.5	Brain	Brain	188	161.951360801032
ENSG00000128805	ARHGAP22	midbrain	21.6	Brain	Brain	4.188	6.17224333246041
ENSG00000128872	TMOD2	amygdala	40.7	Brain	Brain	9.66	12.9130056255588
ENSG00000128891	CCDC32	choroid plexus	25.2	Brain	Brain	16.246	4.14744622678603
ENSG00000128923	MINDY2	cerebellum	17.6	Brain	Brain	6.672	2.83649971130704
ENSG00000128989	ARPP19	basal ganglia	479.5	Brain	Brain	78.21	81.3913755898508
ENSG00000129007	CALML4	choroid plexus	28.1	Brain	Brain	6.522	9.4224285183637
ENSG00000129028	THAP10	cerebellum	7.4	Brain	Brain	2.848	2.02022831605232
ENSG00000129055	ANAPC13	choroid plexus	111	Brain	Brain	56.394	22.2006564528794
ENSG00000129158	SERGEF	amygdala	58.4	Brain	Brain	21.97	14.3090844556591
ENSG00000129159	KCNC1	cerebellum	102	Brain	Brain	3.48	14.5722688833333
ENSG00000129187	DCTD	choroid plexus	76.6	Brain	Brain	45.366	14.6255522833101
ENSG00000129197	RPAIN	choroid plexus	39.9	Brain	Brain	21.066	7.17005137601495
ENSG00000129244	ATP1B2	basal ganglia	307.4	Brain	Brain	52.226	113.370119538094
ENSG00000129255	MPDU1	choroid plexus	86.2	Brain	Brain	34.86	18.7155179528887
ENSG00000129295	DNAAF11	choroid plexus	47.9	Brain	Brain	4.932	7.7261665125463
ENSG00000129355	CDKN2D	cerebral cortex	125.5	Brain	Brain	29.462	46.2481588822734
ENSG00000129422	MTUS1	spinal cord	100.7	Brain	Brain	42.838	28.3114305177111
ENSG00000129472	RAB2B	hypothalamus	17.1	Brain	Brain	11.318	2.68196470779866
ENSG00000129473	BCL2L2	cerebral cortex	94	Brain	Brain	42.434	23.790708270247
ENSG00000129484	PARP2	cerebellum	47.1	Brain	Brain	18.294	6.71812686479115
ENSG00000129515	SNX6	spinal cord	72	Brain	Brain	38.38	13.885126383792
ENSG00000129559	NEDD8	cerebral cortex	286.6	Brain	Brain	152.976	61.619234208888
ENSG00000129562	DAD1	choroid plexus	466.9	Brain	Brain	196.228	69.7815367663208
ENSG00000129596	CDO1	choroid plexus	328.3	Brain	Brain	34.212	83.2213268388358
ENSG00000129625	REEP5	cerebral cortex	179.9	Brain	Brain	82.902	39.3439541811985
ENSG00000129636	ITFG1	cerebral cortex	51.7	Brain	Brain	27.166	10.1770772838186
ENSG00000129646	QRICH2	cerebellum	7.3	Brain	Brain	1.94	2.58543802786266
ENSG00000129654	FOXJ1	choroid plexus	72.3	Brain	Brain	4.596	12.5869702632589
ENSG00000129682	FGF13	amygdala	53.4	Brain	Brain	12.352	17.6035274758168
ENSG00000129757	CDKN1C	spinal cord	203	Brain	Brain	41.208	51.2310406543788
ENSG00000129910	CDH15	cerebellum	80	Brain	Brain	3.036	13.5527203384202
ENSG00000129911	KLF16	amygdala	25.9	Brain	Brain	9.328	8.1059574967289
ENSG00000129932	DOHH	hippocampal formation	24.5	Brain	Brain	9.234	7.63201126298745
ENSG00000129933	MAU2	cerebellum	29.3	Brain	Brain	15.938	4.75578659345108
ENSG00000129951	PLPPR3	amygdala	29.2	Brain	Brain	3.956	9.71254522223076
ENSG00000129968	ABHD17A	amygdala	155.3	Brain	Brain	49.46	45.927649401987
ENSG00000129990	SYT5	amygdala	63.9	Brain	Brain	10.774	26.3393227408941
ENSG00000129993	CBFA2T3	cerebellum	37.7	Brain	Brain	6.474	7.44938868879418
ENSG00000130032	PRRG3	basal ganglia	10.1	Brain	Brain	2.006	2.64986792123683
ENSG00000130037	KCNA5	choroid plexus	59	Brain	Brain	3.772	9.70095808439053
ENSG00000130066	SAT1	choroid plexus	982.4	Brain	Brain	324.69	225.899220124951
ENSG00000130150	MOSPD2	spinal cord	28.3	Brain	Brain	8.906	4.27085089261365
ENSG00000130177	CDC16	choroid plexus	59.2	Brain	Brain	36.756	6.33101081654294
ENSG00000130182	ZSCAN10	cerebellum	0.4	Brain	Brain	0.036	0.0920514496776401
ENSG00000130202	NECTIN2	choroid plexus	95.8	Brain	Brain	45.29	24.3423813669132
ENSG00000130226	DPP6	basal ganglia	42.8	Brain	Brain	10.544	15.9132233551541
ENSG00000130244	FAM98C	amygdala	25.8	Brain	Brain	11.672	6.65367904981591
ENSG00000130254	SAFB2	cerebellum	66.3	Brain	Brain	30.612	10.3697291012183
ENSG00000130283	GDF1	amygdala	38.4	Brain	Brain	5.962	13.4269435183477
ENSG00000130287	NCAN	amygdala	43	Brain	Brain	5.474	17.3223556158403
ENSG00000130294	KIF1A	amygdala	162.1	Brain	Brain	24.378	48.5404283004573
ENSG00000130304	SLC27A1	cerebellum	37.5	Brain	Brain	15.468	10.0326495574627
ENSG00000130311	DDA1	amygdala	17	Brain	Brain	8.78	3.46598632779903
ENSG00000130338	TULP4	amygdala	9.1	Brain	Brain	4.018	2.52882888116299
ENSG00000130363	RSPH3	choroid plexus	8.6	Brain	Brain	3.85	2.2156447442343
ENSG00000130368	MAS1	cerebral cortex	1.2	Brain	Brain	0.12	0.3510915922127
ENSG00000130382	MLLT1	cerebellum	70.7	Brain	Brain	27.754	13.6145361991647
ENSG00000130413	STK33	choroid plexus	39.5	Brain	Brain	7.796	9.64405198946533
ENSG00000130449	ZSWIM6	spinal cord	13.1	Brain	Brain	7.148	2.29900067021144
ENSG00000130475	FCHO1	basal ganglia	22.6	Brain	Brain	6.282	7.9771789295132
ENSG00000130477	UNC13A	cerebellum	41.7	Brain	Brain	4.578	10.3669272010484
ENSG00000130479	MAP1S	cerebral cortex	62.4	Brain	Brain	18.042	13.4201963244863
ENSG00000130511	SSBP4	basal ganglia	158.2	Brain	Brain	45.178	35.302403745412
ENSG00000130517	PGPEP1	choroid plexus	41.2	Brain	Brain	17.574	10.5556989153649
ENSG00000130540	SULT4A1	cerebellum	67.9	Brain	Brain	6.946	19.4498539945205
ENSG00000130558	OLFM1	amygdala	614.4	Brain	Brain	74.688	176.109847028518
ENSG00000130584	ZBTB46	cerebellum	26.5	Brain	Brain	4.954	4.41260763295911
ENSG00000130590	SAMD10	basal ganglia	16.4	Brain	Brain	4.872	4.74023335342238
ENSG00000130638	ATXN10	cerebral cortex	76.8	Brain	Brain	48.49	11.1730040905821
ENSG00000130640	TUBGCP2	choroid plexus	21.6	Brain	Brain	12.106	4.5830392731889
ENSG00000130643	CALY	basal ganglia	181.3	Brain	Brain	23.662	58.7064120198543
ENSG00000130684	ZNF337	cerebellum	76.1	Brain	Brain	16.608	10.3850135350152
ENSG00000130699	TAF4	cerebellum	10.5	Brain	Brain	4.322	2.50267530324439
ENSG00000130702	LAMA5	cerebellum	45.3	Brain	Brain	16.044	14.1135216681575
ENSG00000130703	OSBPL2	cerebellum	47.6	Brain	Brain	21.454	7.64984220192062
ENSG00000130711	PRDM12	cerebral cortex	0.4	Brain	Brain	0.058	0.153981180933362
ENSG00000130714	POMT1	cerebellum	56.8	Brain	Brain	19.06	12.6993813122642
ENSG00000130717	UCK1	cerebellum	48.7	Brain	Brain	23.29	9.75065146960103
ENSG00000130720	FIBCD1	hippocampal formation	24.8	Brain	Brain	1.368	4.08433743034264
ENSG00000130725	UBE2M	amygdala	157.7	Brain	Brain	64.952	34.2526938609899
ENSG00000130731	METTL26	amygdala	138.1	Brain	Brain	52.296	31.8784103257669
ENSG00000130748	TMEM160	amygdala	101	Brain	Brain	18.808	21.8996956460074
ENSG00000130749	ZC3H4	cerebellum	14.5	Brain	Brain	7.89	2.51852321483711
ENSG00000130751	NPAS1	amygdala	9.5	Brain	Brain	1.472	2.56833464664223
ENSG00000130758	MAP3K10	amygdala	72.5	Brain	Brain	12.426	19.3393730772331
ENSG00000130787	HIP1R	hippocampal formation	74.4	Brain	Brain	25.552	21.4957731013446
ENSG00000130822	PNCK	amygdala	61	Brain	Brain	13.186	22.9750175767737
ENSG00000130827	PLXNA3	cerebellum	21.9	Brain	Brain	6.24	4.66213579854573
ENSG00000130876	SLC7A10	basal ganglia	20	Brain	Brain	2.482	5.99188873496871
ENSG00000130881	LRP3	amygdala	75.8	Brain	Brain	22.736	21.4331115190435
ENSG00000130956	HABP4	amygdala	91.4	Brain	Brain	23.494	27.3603497560888
ENSG00000130962	PRRG1	midbrain	20.3	Brain	Brain	5.96	6.60608871899745
ENSG00000130985	UBA1	choroid plexus	173.8	Brain	Brain	107.256	27.378392791337
ENSG00000131018	SYNE1	cerebellum	126.7	Brain	Brain	30.154	27.3094377795797
ENSG00000131044	TTLL9	choroid plexus	15	Brain	Brain	1.022	2.3805581578397
ENSG00000131067	GGT7	cerebellum	81.4	Brain	Brain	22.676	13.7186534711401
ENSG00000131089	ARHGEF9	basal ganglia	50.3	Brain	Brain	15.73	15.2986093805807
ENSG00000131094	C1QL1	amygdala	51.7	Brain	Brain	7.942	13.4156182207492
ENSG00000131095	GFAP	midbrain	7466.5	Brain	Brain	859.238	2497.02668730191
ENSG00000131100	ATP6V1E1	cerebral cortex	318.2	Brain	Brain	135.562	63.6053260829818
ENSG00000131116	ZNF428	amygdala	105.6	Brain	Brain	37.662	26.7586559712508
ENSG00000131127	ZNF141	cerebellum	13.4	Brain	Brain	5.526	3.07775494641859
ENSG00000131188	PRR7	amygdala	21.5	Brain	Brain	4.426	7.02717204419925
ENSG00000131196	NFATC1	choroid plexus	34.8	Brain	Brain	7.744	6.87112146625874
ENSG00000131233	GJA9	spinal cord	0.6	Brain	Brain	0.158	0.178531424090425
ENSG00000131238	PPT1	choroid plexus	125.3	Brain	Brain	66.686	27.4596327843812
ENSG00000131242	RAB11FIP4	basal ganglia	48.7	Brain	Brain	12.88	15.2980591005819
ENSG00000131381	RBSN	cerebral cortex	17.5	Brain	Brain	9.042	3.35894115969389
ENSG00000131386	GALNT15	spinal cord	54.5	Brain	Brain	14.99	18.2557595049354
ENSG00000131398	KCNC3	cerebellum	65.2	Brain	Brain	7.226	12.0487243799364
ENSG00000131409	LRRC4B	amygdala	89.7	Brain	Brain	16.714	30.3465427543708
ENSG00000131435	PDLIM4	choroid plexus	74.7	Brain	Brain	25.342	23.1595538535153
ENSG00000131437	KIF3A	cerebral cortex	41.7	Brain	Brain	7.618	8.128651518561
ENSG00000131470	PSMC3IP	spinal cord	12.9	Brain	Brain	4.294	3.62240251766697
ENSG00000131495	NDUFA2	choroid plexus	241.3	Brain	Brain	89.268	51.2707596182925
ENSG00000131507	NDFIP1	cerebral cortex	156.5	Brain	Brain	63.99	33.2968298423592
ENSG00000131584	ACAP3	basal ganglia	76.4	Brain	Brain	21.182	25.3322871337858
ENSG00000131711	MAP1B	cerebellum	119.2	Brain	Brain	26.496	36.5374002403911
ENSG00000131771	PPP1R1B	basal ganglia	1417.6	Brain	Brain	115.164	289.501141487299
ENSG00000131778	CHD1L	spinal cord	29.7	Brain	Brain	15.342	5.37838037983593
ENSG00000131779	PEX11B	cerebral cortex	48.9	Brain	Brain	27.378	6.79241143197499
ENSG00000131845	ZNF304	cerebellum	9.3	Brain	Brain	4.828	1.62468709703294
ENSG00000131899	LLGL1	hippocampal formation	36.6	Brain	Brain	10.732	12.1692895504736
ENSG00000131951	LRRC9	choroid plexus	2.6	Brain	Brain	0.238	0.8642302225397
ENSG00000131966	ACTR10	hypothalamus	26.6	Brain	Brain	12.484	6.81059678526255
ENSG00000131969	ABHD12B	basal ganglia	6.6	Brain	Brain	0.874	2.53319271002473
ENSG00000132004	FBXW9	choroid plexus	19.3	Brain	Brain	5.232	3.40182664017376
ENSG00000132024	CC2D1A	cerebellum	45.2	Brain	Brain	18.584	11.538760942217
ENSG00000132153	DHX30	cerebellum	38.6	Brain	Brain	23.364	7.07501380975071
ENSG00000132164	SLC6A11	hypothalamus	46.4	Brain	Brain	4.894	13.7926690081125
ENSG00000132254	ARFIP2	choroid plexus	55.5	Brain	Brain	29.77	10.5414681624719
ENSG00000132321	IQCA1	basal ganglia	24.3	Brain	Brain	4.636	8.37154461157996
ENSG00000132323	ILKAP	cerebellum	36.4	Brain	Brain	20.904	5.80559054986253
ENSG00000132359	RAP1GAP2	cerebellum	22.2	Brain	Brain	6.504	7.38956683163389
ENSG00000132376	INPP5K	choroid plexus	141.9	Brain	Brain	21.618	18.457791784258
ENSG00000132386	SERPINF1	choroid plexus	4719	Brain	Brain	286.894	668.852571049854
ENSG00000132406	TMEM128	spinal cord	45.3	Brain	Brain	23.848	7.67022443329678
ENSG00000132424	PNISR	cerebellum	143	Brain	Brain	69.438	25.9564618984505
ENSG00000132434	LANCL2	amygdala	19.7	Brain	Brain	7.064	4.98683000205419
ENSG00000132471	WBP2	cerebral cortex	383.9	Brain	Brain	134.346	84.1642689467861
ENSG00000132481	TRIM47	choroid plexus	46.9	Brain	Brain	15.19	10.164368536958
ENSG00000132535	DLG4	amygdala	159.7	Brain	Brain	36.788	61.051579531289
ENSG00000132563	REEP2	cerebellum	124.7	Brain	Brain	21.284	34.921786428345
ENSG00000132581	SDF2	choroid plexus	38.1	Brain	Brain	15.12	5.94131161221741
ENSG00000132600	PRMT7	cerebellum	17.7	Brain	Brain	8.31	4.14907169356801
ENSG00000132613	MTSS2	amygdala	294.5	Brain	Brain	70.472	83.5418239138765
ENSG00000132639	SNAP25	cerebellum	2378.1	Brain	Brain	168.18	463.774058290087
ENSG00000132640	BTBD3	cerebellum	68	Brain	Brain	17.674	12.2143577274402
ENSG00000132670	PTPRA	cerebral cortex	97	Brain	Brain	46.478	14.7664856333247
ENSG00000132671	SSTR4	amygdala	0.4	Brain	Brain	0.048	0.14602208387635
ENSG00000132692	BCAN	amygdala	193.8	Brain	Brain	21.724	52.3139368015204
ENSG00000132694	ARHGEF11	cerebellum	22.9	Brain	Brain	10.572	4.13980380093116
ENSG00000132702	HAPLN2	spinal cord	617.5	Brain	Brain	24.67	92.8612510080255
ENSG00000132718	SYT11	basal ganglia	132.3	Brain	Brain	28.922	46.6460764148279
ENSG00000132740	IGHMBP2	cerebellum	11.3	Brain	Brain	4.704	2.8004343686402
ENSG00000132781	MUTYH	cerebellum	11	Brain	Brain	5.604	1.36859230523892
ENSG00000132821	VSTM2L	amygdala	66.7	Brain	Brain	13.274	23.475039370987
ENSG00000132824	SERINC3	cerebral cortex	113.2	Brain	Brain	63.21	17.9047394250112
ENSG00000132849	PATJ	cerebellum	36.9	Brain	Brain	11.406	9.83901874151678
ENSG00000132854	KANK4	spinal cord	9.8	Brain	Brain	1.934	3.30056334090818
ENSG00000132872	SYT4	cerebellum	140.5	Brain	Brain	8.168	22.1326837458976
ENSG00000132879	FBXO44	basal ganglia	161.3	Brain	Brain	45.498	50.0480605345033
ENSG00000132881	CPLANE2	amygdala	8.5	Brain	Brain	4.05	2.12586117004044
ENSG00000132932	ATP8A2	cerebellum	19.7	Brain	Brain	2.1	4.56924054780151
ENSG00000132970	WASF3	amygdala	54.2	Brain	Brain	14.8	17.2696383333081
ENSG00000132975	GPR12	basal ganglia	10.3	Brain	Brain	1.228	2.69466896228953
ENSG00000133019	CHRM3	cerebral cortex	9.7	Brain	Brain	2.152	3.2452313524019
ENSG00000133048	CHI3L1	choroid plexus	358	Brain	Brain	59.974	89.4006615735919
ENSG00000133059	DSTYK	cerebellum	15.3	Brain	Brain	6.912	3.25386050150668
ENSG00000133083	DCLK1	cerebral cortex	96.4	Brain	Brain	10.104	14.8286672168665
ENSG00000133105	RXFP2	basal ganglia	0.3	Brain	Brain	0.056	0.118079876112982
ENSG00000133124	IRS4	choroid plexus	3.4	Brain	Brain	0.49	1.11871828993938
ENSG00000133134	BEX2	amygdala	216.6	Brain	Brain	59.79	77.6049473754274
ENSG00000133136	GNG5B	choroid plexus	1.6	Brain	Brain	0.0926829268292683	0.323566255890845
ENSG00000133142	TCEAL4	choroid plexus	528.9	Brain	Brain	191.998	162.604813908206
ENSG00000133169	BEX1	amygdala	427.8	Brain	Brain	81.85	146.649382291678
ENSG00000133243	BTBD2	amygdala	137.8	Brain	Brain	43.826	31.3563964115516
ENSG00000133247	KMT5C	cerebellum	11.8	Brain	Brain	4.404	2.47814611418804
ENSG00000133265	HSPBP1	basal ganglia	112.9	Brain	Brain	29.526	19.8407929606183
ENSG00000133318	RTN3	cerebral cortex	648.6	Brain	Brain	130.834	129.077038553078
ENSG00000133398	MED10	cerebral cortex	41.5	Brain	Brain	24.82	8.21643450155646
ENSG00000133460	SLC2A11	cerebellum	19.8	Brain	Brain	6.156	4.66931625462597
ENSG00000133597	ADCK2	spinal cord	24.6	Brain	Brain	12.61	4.08982061379973
ENSG00000133612	AGAP3	amygdala	216.9	Brain	Brain	60.5	59.7683658051683
ENSG00000133627	ACTR3B	basal ganglia	51.5	Brain	Brain	8.898	9.34959324663651
ENSG00000133640	LRRIQ1	choroid plexus	13.6	Brain	Brain	1.642	3.43571220671158
ENSG00000133706	LARS1	choroid plexus	53.3	Brain	Brain	33.656	8.91564000701542
ENSG00000133816	MICAL2	cerebellum	199.5	Brain	Brain	17.636	29.067028519248
